TABLE_TITLE,OCTET_NO,CONTENU
"Modèle de définition du produit 4.14 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone circulaire, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",84,Indicateur de l'unité de temps employée pour l'incrément de temps entre les champs successifs (voir la table de code 4.4)
"Modèle de définition du produit 4.14 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone circulaire, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",85-88,"Incrément de temps entre les champs successifs, exprimé dans l'unité indiquée par l'octet précédent (voir les notes 3 et 4)"
"Modèle de définition du produit 4.14 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone circulaire, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",89-nn,"Ces octets figurent dans le message uniquement si n>1, nn = 76 + 12 x n"
"Modèle de définition du produit 4.14 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone circulaire, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",89-110,"Même contenu que les octets 77 à 88, pour l'étape suivante du calcul"
"Modèle de définition du produit 4.14 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone circulaire, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",111-nn,"Spécifications des intervalles de temps supplémentaires, incluses en fonction de la valeur de n. Le contenu est le même que celui des octets 77 à 88, répétés au besoin."
"Modèle de définition du produit 4.14 — Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone circulaire, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",(nn+1)-(nn+Nc),Liste des Nc prévisions d'ensemble (la valeur de Nc est donnée à l'octet 54)
"Modèle de définition du produit 4.15 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs ayant fait l'objet d'un traitement statistique pour une surface ou une couche horizontale, sur une zone et à un moment donnés",10,Catégorie du paramètre (voir la table de code 4.1)
"Modèle de définition du produit 4.15 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs ayant fait l'objet d'un traitement statistique pour une surface ou une couche horizontale, sur une zone et à un moment donnés",11,Numéro du paramètre (voir la table de code 4.2)
"Modèle de définition du produit 4.15 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs ayant fait l'objet d'un traitement statistique pour une surface ou une couche horizontale, sur une zone et à un moment donnés",12,Type du processus de production (voir la table de code 4.3)
"Modèle de définition du produit 4.15 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs ayant fait l'objet d'un traitement statistique pour une surface ou une couche horizontale, sur une zone et à un moment donnés",13,Indicateur du processus de production de base (défini par le centre d'origine)
"Modèle de définition du produit 4.15 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs ayant fait l'objet d'un traitement statistique pour une surface ou une couche horizontale, sur une zone et à un moment donnés",14,Indicateur du processus de production de l'analyse ou de la prévision (défini par le centre d'origine)
"Modèle de définition du produit 4.15 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs ayant fait l'objet d'un traitement statistique pour une surface ou une couche horizontale, sur une zone et à un moment donnés",15-16,Limite (heures) de tombée des données d'observation après l'heure de référence (voir la note)
"Modèle de définition du produit 4.15 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs ayant fait l'objet d'un traitement statistique pour une surface ou une couche horizontale, sur une zone et à un moment donnés",17,Limite (minutes) de tombée des données d'observation après l'heure de référence
"Modèle de définition du produit 4.15 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs ayant fait l'objet d'un traitement statistique pour une surface ou une couche horizontale, sur une zone et à un moment donnés",18,Indicateur d'unité de l'intervalle de temps (voir la table de code 4.4)
"Modèle de définition du produit 4.15 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs ayant fait l'objet d'un traitement statistique pour une surface ou une couche horizontale, sur une zone et à un moment donnés",19-22,Heure de prévision exprimée dans l'unité précisée par l'octet 18
"Modèle de définition du produit 4.15 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs ayant fait l'objet d'un traitement statistique pour une surface ou une couche horizontale, sur une zone et à un moment donnés",23,Type de la première surface spécifiée (voir la table de code 4.5)
"Modèle de définition du produit 4.15 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs ayant fait l'objet d'un traitement statistique pour une surface ou une couche horizontale, sur une zone et à un moment donnés",24,Facteur d'échelle - première surface spécifiée
"Modèle de définition du produit 4.15 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs ayant fait l'objet d'un traitement statistique pour une surface ou une couche horizontale, sur une zone et à un moment donnés",25-28,Valeur ajustée - première surface spécifiée
"Modèle de définition du produit 4.15 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs ayant fait l'objet d'un traitement statistique pour une surface ou une couche horizontale, sur une zone et à un moment donnés",29,Type de la deuxième surface spécifiée (voir la table de code 4.5)
"Modèle de définition du produit 4.15 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs ayant fait l'objet d'un traitement statistique pour une surface ou une couche horizontale, sur une zone et à un moment donnés",30,Facteur d'échelle - deuxième surface spécifiée
"Modèle de définition du produit 4.15 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs ayant fait l'objet d'un traitement statistique pour une surface ou une couche horizontale, sur une zone et à un moment donnés",31-34,Valeur ajustée - deuxième surface spécifiée
"Modèle de définition du produit 4.15 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs ayant fait l'objet d'un traitement statistique pour une surface ou une couche horizontale, sur une zone et à un moment donnés",35,Calcul statistique utilisé dans la zone définie par l'octet 36 (voir la table de code 4.10)
"Modèle de définition du produit 4.15 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs ayant fait l'objet d'un traitement statistique pour une surface ou une couche horizontale, sur une zone et à un moment donnés",36,Type de traitement spatial utilisé pour obtenir une certaine valeur à partir des données de base (voir la table de code 4.15)
"Modèle de définition du produit 4.15 — Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs ayant fait l'objet d'un traitement statistique pour une surface ou une couche horizontale, sur une zone et à un moment donnés",37,Nombre de points de données utilisés pour le traitement spatial défini dans l'octet 36
Modèle de définition du produit 4.20 — Produit radar,10,Catégorie du paramètre (voir la table de code 4.1)
Modèle de définition du produit 4.20 — Produit radar,11,Numéro du paramètre (voir la table de code 4.2)
Modèle de définition du produit 4.20 — Produit radar,12,Type du processus de production (voir la table de code 4.3)
Modèle de définition du produit 4.20 — Produit radar,13,Nombre de stations radar
Modèle de définition du produit 4.20 — Produit radar,14,Indicateur d'unité de l'intervalle de temps
Modèle de définition du produit 4.20 — Produit radar,15-18,Latitude de la station (10-6 degrés)
Modèle de définition du produit 4.20 — Produit radar,19-22,Longitude de la station (10-6 degrés)
Modèle de définition du produit 4.20 — Produit radar,23-24,Altitude de la station (mètres)
